fecha,pais,canal,gasto,id_campaña
2025-03-05,Argentina,paid_search,1300.0,paid_search_Argentina
2025-03-05,Argentina,social,2974.46,social_Argentina
2025-03-05,Colombia,organic,2382.48,organic_Colombia
2025-03-05,Colombia,paid_search,2628.61,paid_search_Colombia
2025-03-05,Colombia,social,1610.57,social_Colombia
2025-03-05,México,organic,1857.56,organic_Mexico
2025-03-05,México,paid_search,1508.72,paid_search_Mexico
2025-03-05,México,social,1079.07,social_Mexico
2025-03-06,Argentina,organic,2971.77,organic_Argentina
2025-03-06,Argentina,paid_search,514.64,paid_search_Argentina
2025-03-06,Argentina,social,2188.01,social_Argentina
2025-03-06,Colombia,organic,1338.79,organic_Colombia
2025-03-06,Colombia,paid_search,1037.34,paid_search_Colombia
2025-03-06,Colombia,social,2793.68,social_Colombia
2025-03-06,México,organic,1651.4,organic_Mexico
2025-03-06,México,paid_search,1244.98,paid_search_Mexico
2025-03-06,México,social,2727.94,social_Mexico
2025-03-07,Argentina,organic,2440.72,organic_Argentina
2025-03-07,Argentina,paid_search,674.71,paid_search_Argentina
2025-03-07,Argentina,social,2896.24,social_Argentina
2025-03-07,Colombia,organic,2208.18,organic_Colombia
2025-03-07,Colombia,paid_search,1354.81,paid_search_Colombia
2025-03-07,Colombia,social,1323.2,social_Colombia
2025-03-07,México,organic,2431.44,organic_Mexico
2025-03-07,México,paid_search,2709.79,paid_search_Mexico
2025-03-07,México,social,1616.76,social_Mexico
2025-03-08,Argentina,organic,2219.39,organic_Argentina
2025-03-08,Argentina,paid_search,2419.68,paid_search_Argentina
2025-03-08,Argentina,social,2717.79,social_Argentina
2025-03-08,Colombia,organic,905.4,organic_Colombia
2025-03-08,Colombia,paid_search,955.49,paid_search_Colombia
2025-03-08,Colombia,social,760.35,social_Colombia
2025-03-08,México,organic,1430.22,organic_Mexico
2025-03-08,México,paid_search,2796.79,paid_search_Mexico
2025-03-08,México,social,2337.36,social_Mexico
2025-03-09,Argentina,organic,2460.54,organic_Argentina
2025-03-09,Argentina,paid_search,2039.28,paid_search_Argentina
2025-03-09,Argentina,social,2703.46,social_Argentina
2025-03-09,Colombia,organic,2314.17,organic_Colombia
2025-03-09,Colombia,paid_search,2674.55,paid_search_Colombia
2025-03-09,Colombia,social,2707.99,social_Colombia
2025-03-09,México,organic,777.29,organic_Mexico
2025-03-09,México,paid_search,2979.65,paid_search_Mexico
2025-03-09,México,social,2261.8,social_Mexico
2025-03-10,Argentina,organic,1518.44,organic_Argentina
2025-03-10,Argentina,paid_search,2007.83,paid_search_Argentina
2025-03-10,Argentina,social,1535.76,social_Argentina
2025-03-10,Colombia,organic,1664.65,organic_Colombia
2025-03-10,Colombia,paid_search,1793.57,paid_search_Colombia
2025-03-10,Colombia,social,2928.11,social_Colombia
2025-03-10,México,organic,1817.97,organic_Mexico
2025-03-10,México,paid_search,2880.9,paid_search_Mexico
2025-03-10,México,social,658.58,social_Mexico
2025-03-11,Argentina,organic,2296.31,organic_Argentina
2025-03-11,Argentina,paid_search,1187.95,paid_search_Argentina
2025-03-11,Argentina,social,1815.6,social_Argentina
2025-03-11,Colombia,organic,1206.49,organic_Colombia
2025-03-11,Colombia,paid_search,865.82,paid_search_Colombia
2025-03-11,Colombia,social,1615.39,social_Colombia
2025-03-11,México,organic,2689.86,organic_Mexico
2025-03-11,México,paid_search,2946.8,paid_search_Mexico
2025-03-11,México,social,1707.33,social_Mexico
2025-03-12,Argentina,organic,1989.0,organic_Argentina
2025-03-12,Argentina,paid_search,1641.58,paid_search_Argentina
2025-03-12,Argentina,social,1581.3,social_Argentina
2025-03-12,Colombia,organic,1768.93,organic_Colombia
2025-03-12,Colombia,paid_search,581.57,paid_search_Colombia
2025-03-12,Colombia,social,2083.91,social_Colombia
2025-03-12,México,organic,1862.52,organic_Mexico
2025-03-12,México,paid_search,2272.92,paid_search_Mexico
2025-03-12,México,social,969.87,social_Mexico
2025-03-13,Argentina,organic,2133.74,organic_Argentina
2025-03-13,Argentina,paid_search,691.8,paid_search_Argentina
2025-03-13,Argentina,social,2829.92,social_Argentina
2025-03-13,Colombia,organic,881.84,organic_Colombia
2025-03-13,Colombia,paid_search,2149.67,paid_search_Colombia
2025-03-13,Colombia,social,2219.17,social_Colombia
2025-03-13,México,organic,2834.77,organic_Mexico
2025-03-13,México,paid_search,1770.31,paid_search_Mexico
2025-03-13,México,social,1467.01,social_Mexico
2025-03-14,Argentina,organic,2636.93,organic_Argentina
2025-03-14,Argentina,paid_search,2340.49,paid_search_Argentina
2025-03-14,Argentina,social,1700.72,social_Argentina
2025-03-14,Colombia,organic,908.29,organic_Colombia
2025-03-14,Colombia,paid_search,2596.73,paid_search_Colombia
2025-03-14,Colombia,social,2907.91,social_Colombia
2025-03-14,México,organic,711.85,organic_Mexico
2025-03-14,México,paid_search,1056.25,paid_search_Mexico
2025-03-14,México,social,2617.0,social_Mexico
2025-03-15,Argentina,organic,2675.72,organic_Argentina
2025-03-15,Argentina,paid_search,1485.68,paid_search_Argentina
2025-03-15,Argentina,social,1435.46,social_Argentina
2025-03-15,Colombia,organic,744.06,organic_Colombia
2025-03-15,Colombia,paid_search,1691.2,paid_search_Colombia
2025-03-15,Colombia,social,2517.14,social_Colombia
2025-03-15,México,organic,2000.39,organic_Mexico
2025-03-15,México,paid_search,2778.67,paid_search_Mexico
2025-03-15,México,social,2826.9,social_Mexico
2025-03-16,Argentina,organic,1290.87,organic_Argentina
2025-03-16,Argentina,paid_search,2468.62,paid_search_Argentina
2025-03-16,Argentina,social,1630.64,social_Argentina
2025-03-16,Colombia,organic,1783.06,organic_Colombia
2025-03-16,Colombia,paid_search,2579.61,paid_search_Colombia
2025-03-16,Colombia,social,1467.96,social_Colombia
2025-03-16,México,organic,1193.85,organic_Mexico
2025-03-16,México,paid_search,2406.21,paid_search_Mexico
2025-03-16,México,social,575.12,social_Mexico
2025-03-17,Argentina,organic,1142.13,organic_Argentina
2025-03-17,Argentina,paid_search,784.67,paid_search_Argentina
2025-03-17,Argentina,social,1254.99,social_Argentina
2025-03-17,Colombia,organic,2026.73,organic_Colombia
2025-03-17,Colombia,paid_search,856.19,paid_search_Colombia
2025-03-17,Colombia,social,2562.97,social_Colombia
2025-03-17,México,organic,2380.07,organic_Mexico
2025-03-17,México,paid_search,533.88,paid_search_Mexico
2025-03-17,México,social,1010.72,social_Mexico
2025-03-18,Argentina,organic,2454.71,organic_Argentina
2025-03-18,Argentina,paid_search,2197.85,paid_search_Argentina
2025-03-18,Argentina,social,2566.51,social_Argentina
2025-03-18,Colombia,organic,2755.39,organic_Colombia
2025-03-18,Colombia,paid_search,1786.94,paid_search_Colombia
2025-03-18,Colombia,social,725.58,social_Colombia
2025-03-18,México,organic,2127.39,organic_Mexico
2025-03-18,México,paid_search,554.52,paid_search_Mexico
2025-03-18,México,social,597.7,social_Mexico
2025-03-19,Argentina,organic,1911.73,organic_Argentina
2025-03-19,Argentina,paid_search,695.47,paid_search_Argentina
2025-03-19,Argentina,social,1376.88,social_Argentina
2025-03-19,Colombia,organic,708.99,organic_Colombia
2025-03-19,Colombia,paid_search,1766.0,paid_search_Colombia
2025-03-19,Colombia,social,1490.12,social_Colombia
2025-03-19,México,organic,1295.6,organic_Mexico
2025-03-19,México,paid_search,2775.27,paid_search_Mexico
2025-03-19,México,social,1582.66,social_Mexico
2025-03-20,Argentina,organic,1737.1,organic_Argentina
2025-03-20,Argentina,paid_search,2643.27,paid_search_Argentina
2025-03-20,Argentina,social,2882.59,social_Argentina
2025-03-20,Colombia,organic,2662.43,organic_Colombia
2025-03-20,Colombia,paid_search,2038.09,paid_search_Colombia
2025-03-20,Colombia,social,2065.47,social_Colombia
2025-03-20,México,organic,767.58,organic_Mexico
2025-03-20,México,paid_search,1208.18,paid_search_Mexico
2025-03-20,México,social,1055.35,social_Mexico
2025-03-21,Argentina,organic,1812.19,organic_Argentina
2025-03-21,Argentina,paid_search,894.59,paid_search_Argentina
2025-03-21,Argentina,social,2699.24,social_Argentina
2025-03-21,Colombia,organic,779.63,organic_Colombia
2025-03-21,Colombia,paid_search,2639.25,paid_search_Colombia
2025-03-21,Colombia,social,2818.25,social_Colombia
2025-03-21,México,organic,1620.17,organic_Mexico
2025-03-21,México,paid_search,1566.3,paid_search_Mexico
2025-03-21,México,social,2794.58,social_Mexico
2025-03-22,Argentina,organic,619.11,organic_Argentina
2025-03-22,Argentina,paid_search,2105.4,paid_search_Argentina
2025-03-22,Argentina,social,2375.49,social_Argentina
2025-03-22,Colombia,organic,945.31,organic_Colombia
2025-03-22,Colombia,paid_search,2258.04,paid_search_Colombia
2025-03-22,Colombia,social,2869.48,social_Colombia
2025-03-22,México,organic,1638.03,organic_Mexico
2025-03-22,México,paid_search,1156.59,paid_search_Mexico
2025-03-22,México,social,1576.11,social_Mexico
2025-03-23,Argentina,organic,2990.6,organic_Argentina
2025-03-23,Argentina,paid_search,1297.98,paid_search_Argentina
2025-03-23,Argentina,social,2804.65,social_Argentina
2025-03-23,Colombia,organic,2899.55,organic_Colombia
2025-03-23,Colombia,paid_search,2761.22,paid_search_Colombia
2025-03-23,Colombia,social,1298.04,social_Colombia
2025-03-23,México,organic,2423.01,organic_Mexico
2025-03-23,México,paid_search,1236.86,paid_search_Mexico
2025-03-23,México,social,2878.95,social_Mexico
2025-03-24,Argentina,organic,2387.88,organic_Argentina
2025-03-24,Argentina,paid_search,2237.02,paid_search_Argentina
2025-03-24,Argentina,social,1168.73,social_Argentina
2025-03-24,Colombia,organic,2421.0,organic_Colombia
2025-03-24,Colombia,paid_search,663.73,paid_search_Colombia
2025-03-24,Colombia,social,744.95,social_Colombia
2025-03-24,México,organic,2938.28,organic_Mexico
2025-03-24,México,paid_search,585.56,paid_search_Mexico
2025-03-24,México,social,1895.26,social_Mexico
2025-03-25,Argentina,organic,1679.68,organic_Argentina
2025-03-25,Argentina,paid_search,843.26,paid_search_Argentina
2025-03-25,Argentina,social,2307.75,social_Argentina
2025-03-25,Colombia,organic,922.63,organic_Colombia
2025-03-25,Colombia,paid_search,810.64,paid_search_Colombia
2025-03-25,Colombia,social,2105.36,social_Colombia
2025-03-25,México,organic,1332.11,organic_Mexico
2025-03-25,México,paid_search,2969.28,paid_search_Mexico
2025-03-25,México,social,2993.4,social_Mexico
2025-03-26,Argentina,organic,2369.91,organic_Argentina
2025-03-26,Argentina,paid_search,1040.64,paid_search_Argentina
2025-03-26,Argentina,social,1587.44,social_Argentina
2025-03-26,Colombia,organic,547.28,organic_Colombia
2025-03-26,Colombia,paid_search,2790.82,paid_search_Colombia
2025-03-26,Colombia,social,2841.48,social_Colombia
2025-03-26,México,organic,2770.95,organic_Mexico
2025-03-26,México,paid_search,2834.31,paid_search_Mexico
2025-03-26,México,social,590.64,social_Mexico
2025-03-27,Argentina,organic,2357.61,organic_Argentina
2025-03-27,Argentina,paid_search,2884.87,paid_search_Argentina
2025-03-27,Argentina,social,2233.71,social_Argentina
2025-03-27,Colombia,organic,2971.19,organic_Colombia
2025-03-27,Colombia,paid_search,1290.25,paid_search_Colombia
2025-03-27,Colombia,social,2345.12,social_Colombia
2025-03-27,México,organic,2921.5,organic_Mexico
2025-03-27,México,paid_search,1917.8,paid_search_Mexico
2025-03-27,México,social,1857.03,social_Mexico
2025-03-28,Argentina,organic,1040.38,organic_Argentina
2025-03-28,Argentina,paid_search,1955.53,paid_search_Argentina
2025-03-28,Argentina,social,1475.66,social_Argentina
2025-03-28,Colombia,organic,676.5,organic_Colombia
2025-03-28,Colombia,paid_search,1450.98,paid_search_Colombia
2025-03-28,Colombia,social,603.17,social_Colombia
2025-03-28,México,organic,1300.24,organic_Mexico
2025-03-28,México,paid_search,2553.86,paid_search_Mexico
2025-03-28,México,social,1804.88,social_Mexico
2025-03-29,Argentina,organic,2417.71,organic_Argentina
2025-03-29,Argentina,paid_search,650.12,paid_search_Argentina
2025-03-29,Argentina,social,1490.41,social_Argentina
2025-03-29,Colombia,organic,2802.7,organic_Colombia
2025-03-29,Colombia,paid_search,1921.42,paid_search_Colombia
2025-03-29,Colombia,social,1391.51,social_Colombia
2025-03-29,México,organic,2097.19,organic_Mexico
2025-03-29,México,paid_search,2467.24,paid_search_Mexico
2025-03-29,México,social,2769.14,social_Mexico
2025-03-30,Argentina,organic,2458.53,organic_Argentina
2025-03-30,Argentina,paid_search,1744.8,paid_search_Argentina
2025-03-30,Argentina,social,1358.22,social_Argentina
2025-03-30,Colombia,organic,2629.57,organic_Colombia
2025-03-30,Colombia,paid_search,2563.4,paid_search_Colombia
2025-03-30,Colombia,social,882.63,social_Colombia
2025-03-30,México,organic,828.11,organic_Mexico
2025-03-30,México,paid_search,1731.35,paid_search_Mexico
2025-03-30,México,social,2408.97,social_Mexico
2025-03-31,Argentina,organic,2418.3,organic_Argentina
2025-03-31,Argentina,paid_search,546.85,paid_search_Argentina
2025-03-31,Argentina,social,2293.72,social_Argentina
2025-03-31,Colombia,organic,2830.91,organic_Colombia
2025-03-31,Colombia,paid_search,612.18,paid_search_Colombia
2025-03-31,Colombia,social,2945.61,social_Colombia
2025-03-31,México,organic,2238.17,organic_Mexico
2025-03-31,México,paid_search,2006.13,paid_search_Mexico
2025-03-31,México,social,2382.97,social_Mexico
2025-04-01,Argentina,organic,2836.63,organic_Argentina
2025-04-01,Argentina,paid_search,2381.43,paid_search_Argentina
2025-04-01,Argentina,social,1662.12,social_Argentina
2025-04-01,Colombia,organic,2226.62,organic_Colombia
2025-04-01,Colombia,paid_search,1794.02,paid_search_Colombia
2025-04-01,Colombia,social,1141.43,social_Colombia
2025-04-01,México,organic,1588.59,organic_Mexico
2025-04-01,México,paid_search,1113.38,paid_search_Mexico
2025-04-01,México,social,1004.92,social_Mexico
2025-04-02,Argentina,organic,776.65,organic_Argentina
2025-04-02,Argentina,paid_search,872.62,paid_search_Argentina
2025-04-02,Argentina,social,1359.38,social_Argentina
2025-04-02,Colombia,organic,1088.54,organic_Colombia
2025-04-02,Colombia,paid_search,2135.97,paid_search_Colombia
2025-04-02,Colombia,social,1699.24,social_Colombia
2025-04-02,México,organic,2618.67,organic_Mexico
2025-04-02,México,paid_search,1565.52,paid_search_Mexico
2025-04-02,México,social,1646.79,social_Mexico
2025-04-03,Argentina,organic,2828.62,organic_Argentina
2025-04-03,Argentina,paid_search,2405.88,paid_search_Argentina
2025-04-03,Argentina,social,2451.95,social_Argentina
2025-04-03,Colombia,organic,1772.7,organic_Colombia
2025-04-03,Colombia,paid_search,1264.02,paid_search_Colombia
2025-04-03,Colombia,social,2888.12,social_Colombia
2025-04-03,México,organic,2079.1,organic_Mexico
2025-04-03,México,paid_search,955.01,paid_search_Mexico
2025-04-03,México,social,2603.31,social_Mexico
2025-04-04,Argentina,organic,842.11,organic_Argentina
2025-04-04,Argentina,paid_search,2195.9,paid_search_Argentina
2025-04-04,Argentina,social,630.78,social_Argentina
2025-04-04,Colombia,organic,1496.64,organic_Colombia
2025-04-04,Colombia,paid_search,1294.32,paid_search_Colombia
2025-04-04,Colombia,social,743.49,social_Colombia
2025-04-04,México,organic,2924.95,organic_Mexico
2025-04-04,México,paid_search,2188.7,paid_search_Mexico
2025-04-04,México,social,1919.23,social_Mexico
2025-04-05,Argentina,organic,977.94,organic_Argentina
2025-04-05,Argentina,paid_search,2456.57,paid_search_Argentina
2025-04-05,Argentina,social,2613.24,social_Argentina
2025-04-05,Colombia,organic,2063.86,organic_Colombia
2025-04-05,Colombia,paid_search,1965.5,paid_search_Colombia
2025-04-05,Colombia,social,2317.42,social_Colombia
2025-04-05,México,organic,2611.13,organic_Mexico
2025-04-05,México,paid_search,1982.97,paid_search_Mexico
2025-04-05,México,social,1488.23,social_Mexico
2025-04-06,Argentina,organic,981.91,organic_Argentina
2025-04-06,Argentina,paid_search,2044.79,paid_search_Argentina
2025-04-06,Argentina,social,1670.75,social_Argentina
2025-04-06,Colombia,organic,1242.79,organic_Colombia
2025-04-06,Colombia,paid_search,1284.26,paid_search_Colombia
2025-04-06,Colombia,social,1281.05,social_Colombia
2025-04-06,México,organic,1191.92,organic_Mexico
2025-04-06,México,paid_search,1584.45,paid_search_Mexico
2025-04-06,México,social,2009.39,social_Mexico
2025-04-07,Argentina,organic,1489.46,organic_Argentina
2025-04-07,Argentina,paid_search,1423.21,paid_search_Argentina
2025-04-07,Argentina,social,788.44,social_Argentina
2025-04-07,Colombia,organic,2024.73,organic_Colombia
2025-04-07,Colombia,paid_search,730.82,paid_search_Colombia
2025-04-07,Colombia,social,1831.64,social_Colombia
2025-04-07,México,organic,2833.06,organic_Mexico
2025-04-07,México,paid_search,1068.41,paid_search_Mexico
2025-04-07,México,social,1571.1,social_Mexico
2025-04-08,Argentina,organic,959.84,organic_Argentina
2025-04-08,Argentina,paid_search,2825.69,paid_search_Argentina
2025-04-08,Argentina,social,2267.89,social_Argentina
2025-04-08,Colombia,organic,2706.41,organic_Colombia
2025-04-08,Colombia,paid_search,803.34,paid_search_Colombia
2025-04-08,Colombia,social,905.32,social_Colombia
2025-04-08,México,organic,1619.03,organic_Mexico
2025-04-08,México,paid_search,2997.21,paid_search_Mexico
2025-04-08,México,social,2306.55,social_Mexico
2025-04-09,Argentina,organic,2084.06,organic_Argentina
2025-04-09,Argentina,paid_search,1620.5,paid_search_Argentina
2025-04-09,Argentina,social,1617.24,social_Argentina
2025-04-09,Colombia,organic,1466.77,organic_Colombia
2025-04-09,Colombia,paid_search,2843.17,paid_search_Colombia
2025-04-09,Colombia,social,2524.52,social_Colombia
2025-04-09,México,organic,821.65,organic_Mexico
2025-04-09,México,paid_search,2675.0,paid_search_Mexico
2025-04-09,México,social,2186.09,social_Mexico
2025-04-10,Argentina,organic,1568.67,organic_Argentina
2025-04-10,Argentina,paid_search,568.23,paid_search_Argentina
2025-04-10,Argentina,social,2641.67,social_Argentina
2025-04-10,Colombia,organic,1457.55,organic_Colombia
2025-04-10,Colombia,paid_search,605.02,paid_search_Colombia
2025-04-10,Colombia,social,836.96,social_Colombia
2025-04-10,México,organic,530.09,organic_Mexico
2025-04-10,México,paid_search,900.22,paid_search_Mexico
2025-04-10,México,social,2985.3,social_Mexico
2025-04-11,Argentina,organic,2797.2,organic_Argentina
2025-04-11,Argentina,paid_search,1975.86,paid_search_Argentina
2025-04-11,Argentina,social,529.41,social_Argentina
2025-04-11,Colombia,organic,1094.33,organic_Colombia
2025-04-11,Colombia,paid_search,1805.77,paid_search_Colombia
2025-04-11,Colombia,social,1248.96,social_Colombia
2025-04-11,México,organic,648.7,organic_Mexico
2025-04-11,México,paid_search,1998.4,paid_search_Mexico
2025-04-11,México,social,1019.84,social_Mexico
2025-04-12,Argentina,organic,1722.17,organic_Argentina
2025-04-12,Argentina,paid_search,1648.06,paid_search_Argentina
2025-04-12,Argentina,social,2414.69,social_Argentina
2025-04-12,Colombia,organic,1141.81,organic_Colombia
2025-04-12,Colombia,paid_search,2129.3,paid_search_Colombia
2025-04-12,Colombia,social,2552.18,social_Colombia
2025-04-12,México,organic,2544.38,organic_Mexico
2025-04-12,México,paid_search,2012.43,paid_search_Mexico
2025-04-12,México,social,1096.23,social_Mexico
2025-04-13,Argentina,organic,1755.88,organic_Argentina
2025-04-13,Argentina,paid_search,750.85,paid_search_Argentina
2025-04-13,Argentina,social,1189.58,social_Argentina
2025-04-13,Colombia,organic,2781.69,organic_Colombia
2025-04-13,Colombia,paid_search,1282.75,paid_search_Colombia
2025-04-13,Colombia,social,1714.96,social_Colombia
2025-04-13,México,organic,998.5,organic_Mexico
2025-04-13,México,paid_search,1146.51,paid_search_Mexico
2025-04-13,México,social,1792.3,social_Mexico
2025-04-14,Argentina,organic,1502.33,organic_Argentina
2025-04-14,Argentina,paid_search,2821.06,paid_search_Argentina
2025-04-14,Argentina,social,640.98,social_Argentina
2025-04-14,Colombia,organic,1280.83,organic_Colombia
2025-04-14,Colombia,paid_search,1254.61,paid_search_Colombia
2025-04-14,Colombia,social,825.87,social_Colombia
2025-04-14,México,organic,937.27,organic_Mexico
2025-04-14,México,paid_search,770.89,paid_search_Mexico
2025-04-14,México,social,2972.83,social_Mexico
2025-04-15,Argentina,organic,2435.64,organic_Argentina
2025-04-15,Argentina,paid_search,1064.27,paid_search_Argentina
2025-04-15,Argentina,social,1838.18,social_Argentina
2025-04-15,Colombia,organic,2850.39,organic_Colombia
2025-04-15,Colombia,paid_search,1051.63,paid_search_Colombia
2025-04-15,Colombia,social,1246.96,social_Colombia
2025-04-15,México,organic,1494.61,organic_Mexico
2025-04-15,México,paid_search,2547.24,paid_search_Mexico
2025-04-15,México,social,2941.47,social_Mexico
2025-04-16,Argentina,organic,847.78,organic_Argentina
2025-04-16,Argentina,paid_search,1056.46,paid_search_Argentina
2025-04-16,Argentina,social,645.59,social_Argentina
2025-04-16,Colombia,organic,608.25,organic_Colombia
2025-04-16,Colombia,paid_search,2566.05,paid_search_Colombia
2025-04-16,Colombia,social,566.53,social_Colombia
2025-04-16,México,organic,822.63,organic_Mexico
2025-04-16,México,paid_search,594.56,paid_search_Mexico
2025-04-16,México,social,948.58,social_Mexico
2025-04-17,Argentina,organic,552.76,organic_Argentina
2025-04-17,Argentina,paid_search,1927.66,paid_search_Argentina
2025-04-17,Argentina,social,1120.11,social_Argentina
2025-04-17,Colombia,organic,2718.5,organic_Colombia
2025-04-17,Colombia,paid_search,1376.71,paid_search_Colombia
2025-04-17,Colombia,social,2544.17,social_Colombia
2025-04-17,México,organic,1281.69,organic_Mexico
2025-04-17,México,paid_search,1679.03,paid_search_Mexico
2025-04-17,México,social,2613.53,social_Mexico
2025-04-18,Argentina,organic,1837.64,organic_Argentina
2025-04-18,Argentina,paid_search,737.35,paid_search_Argentina
2025-04-18,Argentina,social,2963.99,social_Argentina
2025-04-18,Colombia,organic,2001.17,organic_Colombia
2025-04-18,Colombia,paid_search,1531.17,paid_search_Colombia
2025-04-18,Colombia,social,1802.53,social_Colombia
2025-04-18,México,organic,1331.29,organic_Mexico
2025-04-18,México,paid_search,685.69,paid_search_Mexico
2025-04-18,México,social,1292.88,social_Mexico
2025-04-19,Argentina,organic,1592.65,organic_Argentina
2025-04-19,Argentina,paid_search,1288.65,paid_search_Argentina
2025-04-19,Argentina,social,1978.68,social_Argentina
2025-04-19,Colombia,organic,1733.01,organic_Colombia
2025-04-19,Colombia,paid_search,2511.43,paid_search_Colombia
2025-04-19,Colombia,social,2611.02,social_Colombia
2025-04-19,México,organic,1911.35,organic_Mexico
2025-04-19,México,paid_search,889.34,paid_search_Mexico
2025-04-19,México,social,1271.51,social_Mexico
2025-04-20,Argentina,organic,1053.53,organic_Argentina
2025-04-20,Argentina,paid_search,1063.51,paid_search_Argentina
2025-04-20,Argentina,social,1976.55,social_Argentina
2025-04-20,Colombia,organic,1141.41,organic_Colombia
2025-04-20,Colombia,paid_search,1852.97,paid_search_Colombia
2025-04-20,Colombia,social,1523.78,social_Colombia
2025-04-20,México,organic,1284.19,organic_Mexico
2025-04-20,México,paid_search,1876.04,paid_search_Mexico
2025-04-20,México,social,1303.59,social_Mexico
2025-04-21,Argentina,organic,2822.89,organic_Argentina
2025-04-21,Argentina,paid_search,567.44,paid_search_Argentina
2025-04-21,Argentina,social,923.22,social_Argentina
2025-04-21,Colombia,organic,1006.44,organic_Colombia
2025-04-21,Colombia,paid_search,777.23,paid_search_Colombia
2025-04-21,Colombia,social,741.92,social_Colombia
2025-04-21,México,organic,2272.37,organic_Mexico
2025-04-21,México,paid_search,2996.17,paid_search_Mexico
2025-04-21,México,social,2565.03,social_Mexico
2025-04-22,Argentina,organic,2823.71,organic_Argentina
2025-04-22,Argentina,paid_search,1944.43,paid_search_Argentina
2025-04-22,Argentina,social,1433.06,social_Argentina
2025-04-22,Colombia,organic,1680.74,organic_Colombia
2025-04-22,Colombia,paid_search,2481.71,paid_search_Colombia
2025-04-22,Colombia,social,1095.04,social_Colombia
2025-04-22,México,organic,1893.79,organic_Mexico
2025-04-22,México,paid_search,908.37,paid_search_Mexico
2025-04-22,México,social,2442.91,social_Mexico
2025-04-23,Argentina,organic,1700.03,organic_Argentina
2025-04-23,Argentina,paid_search,2611.31,paid_search_Argentina
2025-04-23,Argentina,social,533.26,social_Argentina
2025-04-23,Colombia,organic,1262.89,organic_Colombia
2025-04-23,Colombia,paid_search,666.44,paid_search_Colombia
2025-04-23,Colombia,social,1829.06,social_Colombia
2025-04-23,México,organic,1129.78,organic_Mexico
2025-04-23,México,paid_search,614.26,paid_search_Mexico
2025-04-23,México,social,1129.52,social_Mexico
2025-04-24,Argentina,organic,2186.89,organic_Argentina
2025-04-24,Argentina,paid_search,562.54,paid_search_Argentina
2025-04-24,Argentina,social,2036.86,social_Argentina
2025-04-24,Colombia,organic,1018.16,organic_Colombia
2025-04-24,Colombia,paid_search,1690.43,paid_search_Colombia
2025-04-24,Colombia,social,654.09,social_Colombia
2025-04-24,México,organic,2044.46,organic_Mexico
2025-04-24,México,paid_search,1488.65,paid_search_Mexico
2025-04-24,México,social,2084.1,social_Mexico
2025-04-25,Argentina,organic,2080.03,organic_Argentina
2025-04-25,Argentina,paid_search,1599.28,paid_search_Argentina
2025-04-25,Argentina,social,2734.16,social_Argentina
2025-04-25,Colombia,organic,1766.91,organic_Colombia
2025-04-25,Colombia,paid_search,1306.41,paid_search_Colombia
2025-04-25,Colombia,social,875.18,social_Colombia
2025-04-25,México,organic,2386.72,organic_Mexico
2025-04-25,México,paid_search,1969.2,paid_search_Mexico
2025-04-25,México,social,2703.03,social_Mexico
2025-04-26,Argentina,organic,1003.21,organic_Argentina
2025-04-26,Argentina,paid_search,611.18,paid_search_Argentina
2025-04-26,Argentina,social,1541.78,social_Argentina
2025-04-26,Colombia,organic,1813.5,organic_Colombia
2025-04-26,Colombia,paid_search,2839.17,paid_search_Colombia
2025-04-26,Colombia,social,2264.98,social_Colombia
2025-04-26,México,organic,948.6,organic_Mexico
2025-04-26,México,paid_search,1633.72,paid_search_Mexico
2025-04-26,México,social,1312.54,social_Mexico
2025-04-27,Argentina,organic,1933.99,organic_Argentina
2025-04-27,Argentina,paid_search,2424.53,paid_search_Argentina
2025-04-27,Argentina,social,735.66,social_Argentina
2025-04-27,Colombia,organic,2570.16,organic_Colombia
2025-04-27,Colombia,paid_search,2326.63,paid_search_Colombia
2025-04-27,Colombia,social,785.18,social_Colombia
2025-04-27,México,organic,925.58,organic_Mexico
2025-04-27,México,paid_search,1453.88,paid_search_Mexico
2025-04-27,México,social,1422.36,social_Mexico
2025-04-28,Argentina,organic,585.09,organic_Argentina
2025-04-28,Argentina,paid_search,670.13,paid_search_Argentina
2025-04-28,Argentina,social,2376.12,social_Argentina
2025-04-28,Colombia,organic,1066.53,organic_Colombia
2025-04-28,Colombia,paid_search,1300.17,paid_search_Colombia
2025-04-28,Colombia,social,2651.21,social_Colombia
2025-04-28,México,organic,2818.57,organic_Mexico
2025-04-28,México,paid_search,1961.82,paid_search_Mexico
2025-04-28,México,social,2663.32,social_Mexico
2025-04-29,Argentina,organic,1610.19,organic_Argentina
2025-04-29,Argentina,paid_search,1890.25,paid_search_Argentina
2025-04-29,Argentina,social,1623.33,social_Argentina
2025-04-29,Colombia,organic,1671.9,organic_Colombia
2025-04-29,Colombia,paid_search,1337.15,paid_search_Colombia
2025-04-29,Colombia,social,1267.94,social_Colombia
2025-04-29,México,organic,1225.31,organic_Mexico
2025-04-29,México,paid_search,2709.97,paid_search_Mexico
2025-04-29,México,social,1925.3,social_Mexico
2025-04-30,Argentina,organic,846.33,organic_Argentina
2025-04-30,Argentina,paid_search,864.43,paid_search_Argentina
2025-04-30,Argentina,social,1739.55,social_Argentina
2025-04-30,Colombia,organic,2917.53,organic_Colombia
2025-04-30,Colombia,paid_search,935.46,paid_search_Colombia
